china_pred,nigeria_pred,sa_pred,yemen_pred,china_r2,nigeria_r2,sa_r2,yemen_r2,china_rmse,nigeria_rmse,sa_rmse,yemen_rmse
0.90835744,0.51459926,-0.09197284,0.71950245,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5680107,0.47934023,-0.16690749,0.54533935,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.2526622,0.5129324,-0.0075163976,0.5498893,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.13007198,0.527095,0.08403537,0.572211,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.1921516,0.37345794,0.22197905,0.3557223,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.48843008,0.38545528,0.22196849,0.30091986,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.35031453,0.28366038,0.2474293,0.32523587,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.45735508,-0.36140308,0.22994967,0.2713282,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.43717766,-0.5855168,0.035952915,0.27823162,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.5980143,-0.6848307,0.052933253,0.39344406,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.582234,-0.668495,0.15099046,0.3790741,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6082205,-0.728684,-0.12191565,0.41458508,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.546799,-0.76149905,0.14010973,0.44637403,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6595858,0.51246095,-0.048375912,0.3069056,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.23583135,0.55488515,-0.015654515,0.32505053,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.20703733,0.5441544,-0.053342562,0.39377925,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.15603215,0.40995112,-0.19973381,0.30785915,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.102384835,0.4234313,-0.0647368,0.24287915,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.15492949,0.3577413,-0.03748573,0.32374454,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.54362595,-0.30404308,-0.1327443,0.33036307,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6799594,-0.5591911,-0.17444228,0.36076236,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.75809586,-0.6730785,-0.04982473,0.44418162,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7753522,-0.68372345,-0.17834064,0.437428,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7713398,-0.8146848,-0.12790878,0.48948365,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.4963323,-0.7828692,-0.11723979,0.5671963,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.53849614,-0.7013525,-0.17956686,0.48096555,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6367973,-0.74684596,-0.31003457,0.48986876,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.69056916,-0.6267815,-0.037149582,0.48350248,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.45429915,-0.56119365,-0.28034723,0.36222464,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.26322123,-0.6460323,-0.42648458,0.30671665,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.064551145,-0.66023564,-0.167799,0.3642434,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.028485864,-0.34458792,-0.21962926,0.31950226,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.0974754,-0.05971875,-0.2308076,0.34988883,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.1489057,-0.08241546,-0.104770586,0.53283477,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.29660583,0.05086004,-0.2273092,0.6003622,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.15056655,0.144285,-0.15538134,0.6585623,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.29639137,0.17261964,0.029114783,0.70028055,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.47925884,0.34343672,-0.109321214,0.5379823,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.64922607,0.37251708,-0.22989592,0.5666753,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8444176,0.39496663,0.08460719,0.64034116,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7467098,0.49058256,0.0825964,0.43386364,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.89314467,0.4064504,0.060832933,0.37362605,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.99018663,0.38306656,0.17434753,0.35798934,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5981453,0.4483011,0.13227007,0.2994727,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.78264976,0.3938245,-0.07102867,0.25026363,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6985655,0.37604755,0.048711643,0.34392163,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.51037455,0.4542425,-0.059843477,0.29130977,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7274038,0.46239397,-0.09703706,0.32549986,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8429971,0.5519587,0.022295214,0.38163286,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.53425586,0.51781934,0.014221153,0.2528925,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.22774573,0.51139283,0.13628915,0.18175972,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.1389006,0.54537576,0.11311201,0.2887011,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.04537812,0.41687074,0.0083380155,0.21357371,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.34941146,0.41521275,0.08270088,0.26435542,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.50295126,0.39937124,0.06343665,0.36478606,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.51991004,-0.24848592,-0.050552428,0.35167968,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.44877565,-0.701134,-0.020085705,0.33109304,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6248564,-0.7344563,-0.010060821,0.415145,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.3954193,-0.69757444,-0.13165517,0.3857428,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.581091,-0.7802038,-0.21852084,0.43605956,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.4628451,-0.75042415,-0.10155853,0.5374342,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6156703,-0.69183373,-0.23821224,0.4839813,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.40763295,-0.6953761,-0.35550734,0.48784876,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.3320653,-0.6204837,-0.250521,0.56036854,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.25769332,-0.5780818,-0.21645224,0.33919522,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.090877995,-0.6145102,-0.27506948,0.234266,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.1273601,-0.6564352,-0.09891734,0.27315223,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.18374562,-0.35793278,-0.03953776,0.32614002,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.009542361,-0.047295548,0.01054265,0.39346468,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.08794434,-0.045963205,-0.0007534977,0.7068404,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.12202084,0.114194386,0.046401735,0.60138357,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.1728053,0.13658834,-0.14595123,0.6238023,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.3460903,0.17257354,-0.09534621,0.6938437,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.67040294,0.30516613,-0.07210632,0.38156146,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7227432,0.31600383,-0.16352904,0.30430573,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7756232,0.36221606,-0.037052717,0.3938869,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.71716887,0.45678994,0.16882414,0.28025502,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.79441416,0.3830451,0.2083507,0.26671907,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8787277,0.37250367,0.27933463,0.31995052,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.60966676,0.3828749,0.2998222,0.22825216,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6045571,0.41349193,0.056920636,0.20700958,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.81078017,0.4461116,0.12947692,0.300264,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.69134986,0.41852313,0.11050757,0.22474003,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.67836297,0.3577944,-0.067285426,0.24465425,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8182336,0.5408534,-0.0023496847,0.34094906,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5625593,0.52055025,0.096161254,0.27317277,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.4481071,0.56171215,0.064646,0.24380273,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.43169865,0.55322987,0.05913946,0.3393941,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.25063705,0.3860255,0.06331372,0.2572204,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.30984864,0.39588812,-0.0032783179,0.22426753,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.2545615,0.34222475,-0.065497965,0.31148493,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.53894407,-0.32579902,-0.12916471,0.28825107,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6257826,-0.4938149,-0.1493791,0.30706757,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6413238,-0.5601624,-0.12026888,0.39719877,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.78159136,-0.64747834,-0.09163736,0.35139853,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.78465533,-0.7710521,0.096384,0.38365015,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6993708,-0.7649003,-0.021350522,0.48397082,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7415748,-0.684437,-0.09445503,0.41883922,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.68307084,-0.70731086,-0.3117904,0.43946204,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.73132336,-0.5733243,-0.17479125,0.48853502,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.5139595,-0.5361273,-0.20003995,0.28604695,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.42145485,-0.5754793,-0.016177732,0.19467092,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.45185792,-0.6333735,0.06773346,0.2968392,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.3209113,-0.24743253,-0.004754637,0.3153081,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.11424801,-0.017297145,-0.04476187,0.5223148,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.00980138,0.020015463,-0.10711435,0.65967476,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.104246095,0.084198125,-0.19647133,0.59036505,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.18649843,0.16833398,-0.2167972,0.6533303,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.3824903,0.15772253,-0.12273396,0.7738037,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.61918414,0.3251545,-0.15624744,0.52266747,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.79425603,0.35786662,-0.17744729,0.45200887,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.9637425,0.3935935,-0.08439504,0.43694007,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.9067819,0.4625362,-0.016072439,0.24998403,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.9398107,0.412962,-0.004497026,0.18744892,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.92398787,0.38624215,0.072606094,0.23800571,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.67195535,0.4753439,0.098617755,0.17664878,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7060366,0.40704462,0.027770441,0.18455654,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7910586,0.3928947,0.041970607,0.28995925,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7315298,0.23008874,-0.0065350505,0.22969145,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7398118,0.12515461,-0.25859925,0.24868406,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.9922436,0.4849979,-0.1410516,0.32753813,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7800702,0.48023286,-0.12304741,0.24322596,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.49929056,0.4767792,-0.20678693,0.1972875,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.28186116,0.5351395,-0.12027498,0.26744187,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.049856663,0.41404572,-0.11874891,0.1784378,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.51751065,0.42373785,-0.17106915,0.14658032,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.47831488,0.45486572,-0.12353647,0.2760979,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.72830313,-0.19221836,-0.12722477,0.29477432,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6729856,-0.59475064,-0.19794123,0.29203066,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.4959457,-0.7011036,-0.099093206,0.42008704,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.57154465,-0.6859189,-0.03702044,0.38240483,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7151011,-0.75588983,-0.0022463715,0.48650163,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7371062,-0.78184295,-0.03855341,0.60552156,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.71385574,-0.72969913,-0.07335322,0.46976456,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.68606377,-0.66519195,-0.23153311,0.50231993,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6611477,-0.63393915,-0.047911223,0.5602956,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.42014343,-0.5685535,-0.13197036,0.40938425,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.33629858,-0.54711986,-0.037091106,0.36664492,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.36012012,-0.6412407,-0.115535915,0.5011723,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.27318814,-0.16504875,-0.20635013,0.39711377,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.030972198,-0.202658,-0.12340087,0.43769535,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.05230796,-0.12162407,-0.13014859,0.6172613,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.081786945,0.057884805,-0.16939813,0.60800815,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.18101701,0.07667606,-0.15592922,0.58583677,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.2797525,0.028736949,-0.12076648,0.61924624,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5602843,0.2955774,-0.18679081,0.39583513,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7242262,0.29076663,-0.154297,0.38382646,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8690824,0.312272,-0.13833572,0.415399,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.78258574,0.405859,-0.041417927,0.22127548,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.89744973,0.32402137,-0.1228432,0.18563887,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8788474,0.27978775,-0.01158048,0.30642596,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.64756995,0.34337914,-0.036554646,0.2615569,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.69701886,0.32991356,-0.2115134,0.26185733,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.9197954,0.3432932,-0.1769253,0.37220785,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7574841,0.34524623,-0.14585906,0.27407497,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.93863976,0.48677263,-0.3614339,0.26263916,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.96337795,0.5136917,-0.16634144,0.30032933,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.70232725,0.46383974,-0.5252342,0.24153681,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.40057984,0.49932954,-0.35697192,0.21250778,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.27409542,0.5237353,-0.45548406,0.31743523,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.16545287,0.3684182,-0.5350818,0.22384588,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.35131967,0.39903083,-0.3968497,0.19212651,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.43106252,0.31635433,-0.41139883,0.28726196,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.51365674,-0.35994574,-0.52020246,0.25434035,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.5736124,-0.631332,-0.3709957,0.25734282,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.64111894,-0.71235925,-0.2970091,0.35481614,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.7209362,-0.66797304,-0.47742766,0.3747575,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.66426593,-0.7796498,-0.514547,0.44925922,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6018083,-0.7599892,-0.55516744,0.5672877,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.4185032,0.5611189,-0.6525485,0.47831115,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.019785993,0.6061376,-0.6186772,0.4827148,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.09658943,0.6121509,-0.5220677,0.5826545,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.3910864,0.49251965,-0.56071067,0.34875822,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.298384,0.5179191,-0.55805826,0.29738897,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.23659772,0.46121106,-0.27840286,0.35106447,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.56406564,-0.14005472,-0.42352834,0.24136552,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.68897337,-0.3778314,-0.44855356,0.32346177,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.85095984,-0.44993043,-0.40820783,0.5151402,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.8676783,-0.56358916,-0.52380514,0.47813287,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.78621393,-0.75403476,-0.46420664,0.53675914,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.5719194,-0.74950755,-0.33417225,0.69169915,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.49090368,-0.6598103,-0.49755567,0.4766434,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6031693,-0.71261144,-0.5099681,0.46188337,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6064376,-0.59790134,-0.39275077,0.5064186,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.20831722,-0.49603721,-0.37721723,0.27009082,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.028430358,-0.5579416,-0.41938967,0.2271797,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.042446002,-0.5929988,-0.3052867,0.2686823,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.14278221,-0.3022676,-0.36663297,0.19249964,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.17459854,0.021417089,-0.41555834,0.19753474,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.18618444,-0.010892995,-0.44080496,0.3375314,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.34214798,0.11459733,-0.45786497,0.29777873,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.22518677,0.19852418,-0.4646542,0.32049304,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.29104787,0.2335023,-0.30313468,0.37412483,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.43785205,0.39523906,-0.4116639,0.21613912,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6249771,0.433969,-0.49594146,0.20268823,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6848232,0.46072754,-0.44909915,0.29992792,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.63609076,0.57805485,-0.54002994,0.21888185,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.71614176,0.52624947,-0.47814208,0.15497008,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.8525242,0.5056262,-0.43597096,0.27045262,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5449276,0.58264285,-0.51775753,0.26086634,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6637643,0.4953005,-0.4159617,0.2841495,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5234823,0.4625484,-0.42359883,0.3845801,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.44602722,0.50401706,-0.47834453,0.36660412,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.53193927,0.5076904,-0.52389956,0.4180056,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5012679,0.5920112,-0.54890084,0.53579044,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.29084688,0.56526244,-0.5875699,0.42726028,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.029253282,0.549921,-0.56285965,0.45818812,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.056286305,0.59347266,-0.5158447,0.47164953,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.24340978,0.50809085,-0.51286495,0.2998528,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.50136137,0.50623286,-0.3263626,0.24066094,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.6175956,0.5117033,-0.24121223,0.34398186,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.45107305,-0.014475092,-0.3591286,0.26208958,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.2773876,-0.49925905,-0.4311229,0.2769662,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.5769047,-0.6200437,-0.405688,0.4908159,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.26233375,-0.63510287,-0.4055858,0.5381329,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
