china_pred,nigeria_pred,sa_pred,yemen_pred,china_r2,nigeria_r2,sa_r2,yemen_r2,china_rmse,nigeria_rmse,sa_rmse,yemen_rmse
0.22089201,-0.90904844,-0.23522265,0.1542035,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.4803824,-0.8435802,-0.20171852,0.24800925,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.48377106,-0.80870134,-0.25288498,0.22082736,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.4143231,-0.77302563,-0.33621347,0.19633093,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5286815,-0.63560367,-0.09615717,0.28844565,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.64409024,-0.35407546,-0.21696256,0.24084197,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.7062009,-0.36313266,-0.21101199,0.1914884,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.6690553,-0.27838135,-0.27320322,0.2962831,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5840125,-0.03877537,-0.3772146,0.25474912,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.5721409,-0.06562528,-0.2279499,0.19664049,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.63730574,0.057993747,-0.06818366,0.25047094,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.3297459,0.19916528,-0.16667037,0.18999106,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.43909073,0.26226962,0.0074553993,0.15425885,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.40272242,0.32488608,-5.8701262e-05,0.26372182,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.36390728,0.38202655,-0.0018677807,0.2740107,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.22053327,0.39734372,0.005657957,0.26549774,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
0.15606579,0.40800083,0.029964957,0.34685856,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.07594974,0.23401538,0.0068770237,0.24453565,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.22853202,0.21017608,-0.03533428,0.15273365,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.20133561,0.11201339,0.04200248,0.22784513,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.23832965,-0.3604584,0.08023361,0.19145091,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.23640034,-0.5488468,0.21724646,0.14588638,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.30730814,-0.73572725,0.290394,0.30149633,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.23543403,-0.81704795,0.21563756,0.27052295,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.34978017,-0.9328599,0.10834028,0.23052058,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.2648133,-0.93168354,0.12415329,0.28719792,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.21413898,-0.9064522,0.11760214,0.22001249,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.26755106,-0.9418494,0.050778948,0.18548271,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.36371207,-0.940371,0.1629636,0.27792317,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.19428232,-0.92942685,0.097207166,0.20733178,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.16961506,-0.9401274,0.09401426,0.15324901,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
-0.18409514,-0.93761593,0.16596237,0.22314893,0.6298,0.8753,0.6958,0.805,0.4005,0.1894,0.3375,0.3126
